"V1","V2","V3","V4","V5"
0.193642797473043,0.0300239574653321,0.000807489348116196,1.25705411153691e-07,2.98256756926068e-10
0.0531041550110951,0.0215269727949073,2.2265122137211,8.31348390759344e-08,6.10247863229055e-10
0.0952593185911756,0.387525801145552,0.050131216580778,2.38194661434288e-07,1.74766286204715e-08
0.308571598201117,0.0158987018618179,0.00759972289081328,6.15874011986601e-05,1.54825355519241e-15
0.642730921389216,0.0381845368749299,9.41932721651264e-05,1.31128582168832e-10,8.28555186825483e-16
0.107121125960483,1.26405369640855,0.0140035665076546,1.65525025010065e-08,1.27889987009514e-17
0.821889247232716,0.00100123627060655,0.000778832624184659,5.16755918544058e-07,1.81180984488562e-15
0.101470780246156,0.240841964022256,0.00202634115134098,5.4568145710919e-06,3.75304295637823e-17
0.828594650822727,12.6899800793207,0.00174281919622462,1.80277112933576e-08,1.10422763183207e-13
5.90259089378284,0.415928372993541,0.355234959827372,1.7419097416798e-10,8.87388239990598e-17
0.192596802644083,0.000531169778756824,1.71365583515188,0.0380623015871318,2.63884442472629e-22
0.0639264215411967,1.27366953603416,6.07351922267438e-05,3.14936774723247e-10,2.53114630781693e-20
1.02013760086374,0.154937149159249,0.00423654034091145,0.000443539124291102,2.92235827997349e-15
0.0108190815235913,0.486714144681276,0.000229209649478449,0.000111049432139068,1.33319489669538e-15
0.291285159728124,0.0181022655754072,0.160547707854189,6.98331353239852e-06,1.42312848711873e-14
0.104552084958856,0.00280325313421305,0.000227995821618151,5.11449810340203e-11,7.80894719255209e-14
5.83497911507674,0.0566634573501761,8.26987537733078e-06,8.13581677400187e-05,1.38258101298637e-13
0.069596242411827,0.0112401104713638,3.7809984594018e-05,3.88813154404414e-10,2.77226456872158e-22
0.50225173450636,0.000612883300320275,0.0375359486822536,0.00182064303724654,3.27788005678165e-13
0.0854922227795855,0.0936608980398798,0.00370032309533999,1.96683268317948e-10,8.79557145818414e-15
0.00172339658692368,0.00497752431886767,1.08226368699097,0.000110434683791127,4.38253429576023e-17
2.92260274347386,0.0377699473534325,3.62077385194414e-05,9.01719514548137e-07,1.23146766647563e-06
0.303807414263241,0.198840499677273,0.0438644978708774,1.57903169965485e-12,2.33023879582982e-19
11.4896858705187,0.466393764378247,1.03786471665547e-07,1.41968866665065e-10,8.04278801150014e-13
0.105875961145143,0.00126438280080818,0.0563436367040363,1.25815339604516e-11,5.43781561627458e-19
7.45203933777063,0.00271818637008566,0.000917199247357767,7.20240787801672e-08,3.30720857758724e-18
0.022926029888716,0.0820000151871516,0.000214003685008177,1.4658770075523e-05,5.01330093371366e-12
0.0467621499696097,0.00458310055920625,0.00236676837451184,1.12264961894278e-11,4.49805941651588e-12
2.60184553015961,0.00281590571263227,0.0115576571097699,3.98324773324846,1.21456248087808e-14
0.195825067848247,6.5443282995686e-05,0.00448620082078888,9.14987061495369e-06,2.67205518530374e-15
0.0620624557460601,3.97427486688797,0.0252236201214326,8.11258320268544e-08,1.52590579765582e-12
0.738617921849799,0.00505890691749451,0.00086101539098052,0.000648500685194445,1.49763042931027e-20
0.495640522932089,1.60954932671503,0.00635048512906993,1.80711613099798e-06,6.02839740235164e-16
0.0763525806331585,0.345416963379705,4.43548664413036e-05,1.00227298004923e-13,6.01608346583426e-23
0.167781881743697,0.44697853935545,0.000388865705370276,3.5028132473921e-11,1.90436849450606e-21
0.000936214925489667,0.00352639344276211,0.00748072873486153,1.35636918724496e-08,6.31450227841358e-20
0.0448199321189446,0.402668968451776,3.25135334692827e-06,4.40145985933556e-13,1.52386997525192e-16
0.0018646106647562,0.00193857487942677,0.000103806500643064,1.42863222598704e-11,8.09710269716036e-16
0.323431713511423,0.00733433986536684,0.00124300694899539,9.498185367686e-10,1.85714344918728e-17
0.0200444516314107,0.00246557735658424,0.000452531823455544,3.40994334407876e-05,2.08762764286571e-08
0.14549523860554,0.00621337278591642,1.56542049530317,4.99199159143808e-09,1.26321686803927e-13
